name,mz,rt,formula,SMILES,mobility_[M-H]-
MCPA-d3,202.035575613909,334,C9H6Cl[2]H3O3,[2H]C1=C(C(=C(C(=C1OCC(=O)O)C)[2H])Cl)[2H],0.670;0.794
